id,mp_name,party,electorate,declaration_date,category,sub_category,entity,canonical_entity,item,details
2c9d26f7-0a77-46db-b86d-56236ee15352,Philip Maxwell Ruddock,Liberal Party of Australia,Berowra,2010-08-21,Membership,Other Membership,"Liberal Party of Australia, New South Wales Division","Liberal Party of Australia, NSW Division",Liberal Party of Australia Membership,Spouse
39aef223-3a5f-4c66-83dc-fec910eaa49a,Philip Maxwell Ruddock,Liberal Party of Australia,Berowra,2011-05-26,Gift,Hospitality,Restaurant & Catering (R&C),Restaurant & Catering (R&C),Coalition 21st Birthday Party Hospitality,"Hospitality for the Coalition 21st Birthday Party for Wyatt Roy MP, Member for Longman, 25 May 2011. As host of the event, the hospitality was provided to me at no cost"
971c9431-09c2-4c63-996d-9a4d30099cef,Philip Maxwell Ruddock,Liberal Party of Australia,Berowra,2012-02-07,Unknown,Other,Neighbours and Friends Inc.,Neighbours and Friends Inc.,Patronage,Patron
8837a371-3f22-4297-95d7-4ef5d4d5395b,Philip Maxwell Ruddock,Liberal Party of Australia,Berowra,2012-11-13,Unknown,Other,Australian Lebanese Chamber of Commerce and Industry (ALCCI),Australian Lebanese Chamber of Commerce and Industry (ALCCI),Patronage,Appointed Patron
b0ed7bb3-f2da-4319-9ffd-6b7206b3f13e,Philip Maxwell Ruddock,Liberal Party of Australia,Berowra,2013-05-06,Travel,Other Travel,Australia China Economic Trade and Cultural Association,Australia China Economic Trade and Cultural Association,Travel to China,Travelled to China with spouse at invitation of the Association. Expenses met by the Association.
43984ae0-c29b-4e15-986f-2632322f78dd,Alby Albert John Schultz,Liberal Party of Australia,Hume,2010-10-19,Asset,Other Asset,"Westpac, ANZ","Westpac, ANZ",Cheque & Savings Account,"Self: Cheque, Savings (Joint), Spouse: Savings (Joint), Dependent Children: NIL"
d919c9ac-7289-4992-b7f6-c34f70c6c492,Patrick Damien Secker,Liberal Party of Australia,Barker,2010-10-25,Asset,Trust,SECKER/SMITH TRUST,SECKER/SMITH TRUST,Clothes Retailing Business,Clothes Retailing; Trustee
fb8923bb-7823-48bb-87c6-4f2a2f6cfaf8,Bill Shorten,Australian Labor Party,Maribyrnong,2010-10-19,Membership,Other Membership,"Australian Labor Party, Australian Workers Union","Australian Labor Party, Australian Workers Union",Various organisation membership,"Victorian Women's Trust, Endeavour Foundation, Family Planning QLD, Centre for Corporate Public Affairs, Plan International, Moonee Ponds West Primary School Council"
fa239548-e3cd-4f07-a6c0-0dacd3741a55,Bill Shorten,Australian Labor Party,Maribyrnong,2010-10-19,Membership,Professional,"Qantas, AFL","Qantas, AFL",AFL Grand Final Guest,Guest of Qantas at AFL Grand Final
618a1623-1ab4-4125-be29-f692405e7011,Bill Shorten,Australian Labor Party,Maribyrnong,2012-07-11,Travel,Other Travel,"Etihad Airways, Qantas Airways","Etihad Airways, Qantas Airways",Flight Upgrades from Business to First Class,Flight upgrades from business to first class provided by Etihad Airways (Melbourne - Abu Dhabi - Geneva) and Qantas Airways (London - Singapore- Melbourne) in June 2012
6db58387-b4e6-44c9-ae8e-69558510e4b0,Peter Sidebottom,Australian Labor Party,Braddon,2010-10-20,Asset,Other Asset,MYSTATE / COMMONWEALTH,MYSTATE / COMMONWEALTH,Savings Account,SAVINGS (Dependent Children)
73e97df2-25c9-416d-82bd-7413c5c91e5f,Luke Simpkins,Liberal Party of Australia,Cowan,2011-04-24,Gift,Hospitality,Government and some local governments,Government and some local governments,Meals in Republic of Macedonia,Meals: Some meals provided in Republic of Macedonia provided by Government and some local governments
4fbb8b8f-4d89-4db5-9761-2c7227f8ba40,Luke Simpkins,Liberal Party of Australia,Cowan,2011-04-24,Unknown,Other,"Mr Ilija Dimovski MP, Assembly of the Republic of Macedonia","Mr Ilija Dimovski MP, Assembly of the Republic of Macedonia",Small Golden Mask Replica,"Small Golden Mask Replica: Mr Ilija Dimovski MP, Assembly of the Republic of Macedonia"
9cdaa1f2-ded5-4fba-b282-4508c31b21ea,Luke Simpkins,Liberal Party of Australia,Cowan,2011-04-24,Unknown,Other,"Mayor of Prelip, Republic of Macedonia","Mayor of Prelip, Republic of Macedonia",Wooden Icon,"Wooden Icon: Mayor of Prelip, Republic of Macedonia"
614ba270-c18e-427b-8b97-5b0671289551,Stephen Francis Smith,Australian Labor Party,Perth,2010-10-25,Liability,Other Liability,UK Bonds and Stocks Office,UK Bonds and Stocks Office,UK Bonds,UK Bonds - £5
3af5131a-034d-40ee-b8c1-f3b54dcd3617,Stephen Francis Smith,Australian Labor Party,Perth,2011-09-13,Gift,Other Gift,State and Commonwealth,State and Commonwealth,Representations to support hockey facilities project,Representations to the State and Commonwealth to support a proposed joint UWA/State/Commonwealth project to enhance Olympic standard hockey facilities at the UWA Sports Park Complex.
138c1e00-9f90-4e0b-85da-be35103724e3,Anthony David Hawthorn Smith,Liberal Party of Australia,Casey,2010-08-21,Membership,Professional,"Qantas, Virgin Blue, ASTRA","Qantas, Virgin Blue, ASTRA","Qantas Chairman's Lounge Membership, Virgin Blue Gold Membership, Complimentary Foxtel Service","Complimentary Qantas Chairman's Lounge Membership. Complimentary Gold Membership - Virgin Blue Airlines, Complimentary Foxtel Service to Electorate Office at Suite One, 1 East Ridge Drive, Chirnside Park, Victoria, by the Australian Subscription Television and Radio Association (ASTRA)"
e93a3b03-8952-4ba5-9049-0c9827087818,Anthony David Hawthorn Smith,Liberal Party of Australia,Casey,2010-08-21,Gift,Entertainment,"Carlton Football Club, MCC, RACV, Liberal Party, Chevrolet Car Club, Union-University, RSL, Croydon Chamber of Commerce, Eastwood Golf Club.","Carlton Football Club, MCC, RACV, Liberal Party, Chevrolet Car Club, Union-University, RSL, Croydon Chamber of Commerce, Eastwood Golf Club.",Membership of various community groups and organisations,"Carlton Football Club, MCC Member, RACV, Liberal Party of Australia (Victorian Division), Chevrolet Car Club of Victoria, Union-University and Schools Club Sydney, Life Member - Melbourne University Liberal Club & Trustee, Alfred Deakin Lecture Trust. Member of various local community groups and organisations within the electorate of Casey such as RSL - Croydon Sub Branch, Croydon Chamber of Commerce, Honorary Member of Eastwood Golf Club which do not pose a potential conflict of interest."
b15cbfd8-a268-42e5-9728-a6407ace82cc,"Somlyay, Alexander",N/A,Fairfax,2011-08-10,Membership,Other Membership,Santos P/L,Santos Ltd,LNP State Convention Dinner Guest,"LNP State Convention Dinner Guest, Value $120.00 (16.7.11)"
45e7d6a4-a33a-4b78-9f3c-ea759520add7,Andrew John Southcott,Liberal Party of Australia,Boothby,2010-10-15,Unknown,Other,"Vietnam Veterans Federation, SA Branch","Vietnam Veterans Federation, SA Branch",N/A,N/A
b35dc360-010b-4d53-bb45-2dcfefa4ad56,Andrew John Southcott,Liberal Party of Australia,Boothby,2012-02-03,Asset,Real Estate,P/ASX 200 Listed Property fund,P/ASX 200 Listed Property fund,Shares,N/A
51428086-7598-44bc-93ac-08c43149f03c,Andrew John Southcott,Liberal Party of Australia,Boothby,2013-01-24,Asset,Real Estate,P/ASX200 Listed Property Fund Shares,P/ASX200 Listed Property Fund Shares,Shares,Sold
00d8ecd6-58de-4c0b-8dcd-8db47b4d0b27,Wayne Maxwell Swan,Australian Labor Party,Lilley,2010-10-25,Liability,Credit,ANZ and AMEX,ANZ and AMEX,Credit Cards,Credit Cards (Joint with Spouse)
5b8f7f95-cc4c-454f-96df-96e4b6413582,Wayne Maxwell Swan,Australian Labor Party,Lilley,2010-10-25,Asset,Shares,Breakthrough-Life and TDP Cover,Breakthrough-Life and TDP Cover,Investment,MLC Breakthrough Investment
1b6c4bcf-eff2-416e-a9bb-823a8aadcbb3,Wayne Maxwell Swan,Australian Labor Party,Lilley,2011-07-20,Travel,Other Travel,Reef and Rainforest Research Centre,Reef and Rainforest Research Centre,Helicopter transport to Great Barrier Reef,Accepted Helicopter transport to the Great Barrier Reef with Dr Long from the Reef and Rainforest Research Centre to view the reef (16 July 2011)
386d6e38-b94b-4c9e-95c5-f450e87a6bcf,Daniel Tehan,Liberal Party of Australia,Wannon,2010-10-21,Travel,Other Travel,Australia/Israel and Jewish Affairs Council,Australia/Israel & Jewish Affairs Council (AIJAC),Sponsored Trip to Israel,"Sponsored travel (business class), accommodation and meals by the Australia/Israel and Jewish Affairs Council as part of the Rambam Israel Fellowship Program visit to Israel from 28 November to 2 December 2010."
49a32569-903b-452d-a587-78a8194e9720,Kelvin John Thomson,Australian Labor Party,Wills,2010-10-21,Travel,Other Travel,"QANTAS CHAIRMAN'S LOUNGE, VELOCITY (VIRGIN AIRLINES)","QANTAS CHAIRMAN'S LOUNGE, VELOCITY (VIRGIN AIRLINES)",Airline Lounge Membership,MEMBERSHIP
55bcc47a-3eea-4840-a38c-54ba8eab1477,Kelvin John Thomson,Australian Labor Party,Wills,2010-10-21,Travel,Other Travel,"QANTAS CHAIRMAN'S LOUNGE, VELOCITY (VIRGIN AIRLINES)","QANTAS CHAIRMAN'S LOUNGE, VELOCITY (VIRGIN AIRLINES)",Airline Lounge Membership,MEMBERSHIP
f4c59a77-dc24-49da-bffa-6074284d46c1,Kelvin John Thomson,Australian Labor Party,Wills,2010-10-21,Asset,Real Estate,"SCOUTS VICTORIA, FRIENDS OF MOONEE PONDS CREEK, AUSTRALIAN CONSERVATION, AUSTRALIAN WORKERS UNION","SCOUTS VICTORIA, FRIENDS OF MOONEE PONDS CREEK, AUSTRALIAN CONSERVATION, AUSTRALIAN WORKERS UNION",Board Membership/Presidency,"BOARD MEMBER, PRESIDENT, MEMBER OF OTHER ORGANISATIONS BUT NO CONFLICT WITH MY PUBLIC DUTIES IS FORSEEN"
5c3b5506-8e35-4421-bd6b-d7b501eaf571,Warren Errol Truss,Liberal National Party,Wide Bay,2010-10-25,Membership,Other Membership,E. C. Truss + Sons,E.C. Truss & Sons,Agforce Membership,is a member of Agforce
9c5c55a3-11fd-4fd9-848a-a8707ed8bf08,Warren Errol Truss,Liberal National Party,Wide Bay,2012-10-31,Gift,Entertainment,Suncorp and ARU,Suncorp and IAG,Aust/N2 Rugby Test attendance,Attended Aust/N2 Rugby Test as guest of Suncorp and ARU (Addition)
f3b14f8b-142f-4940-804e-765af49c2364,Warren Errol Truss,Liberal National Party,Wide Bay,2013-02-11,Membership,Professional,Tennis Australia and Virgin Australia,Tennis Australia and Virgin Australia,Australian Open Attendance,Attended sessions of the Australian Open Tennis Championship as guests of Tennis Australia and Virgin Australia.
665b5754-ee5a-48ae-8416-d60b257b8861,Warren Errol Truss,Liberal National Party,Wide Bay,2013-08-05,Gift,Entertainment,National Rugby League and the Board of New South Wales Rugby League,National Rugby League and the Board of New South Wales Rugby League,State of Origin Series Game 3 attendance,"Guest of the National Rugby League and the Board of New South Wales Rugby League at the State of Origin Series Game 3 in Sydney on 17 July which included tickets, food and drinks."
a7e10ac0-1104-4147-8784-5682142e8954,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Unknown,Other,"Canberra ACT, Point Piper NSW, Potts Point NSW, Paddington NSW","Canberra ACT, Point Piper NSW, Potts Point NSW, Paddington NSW",Real Estate Holdings,Real estate held
5e719834-9674-4ccf-b895-3c3b06868ed8,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Membership,Other Membership,"Bonalil Pty Limited, Bonedale Pty Limited, Felix Bay Limited, MB Turnbull Pty Limited, Pokana Pty Limited, Turnbull Foundation, Turnbull & Partners Pty Limited, Turnbull & Partners Holdings Pty Limited, Wilcrow Pty Limited, Advisory Panel on Capital City Infrastructure, Australian Folklife Festival Inc, Australian Technology Park Precinct Management Ltd, Biennale of Sydney, Centre for Independent Studies Limited, ISYS Search Software Pty Limited, Maurtray Pty Limited, Melbourne IT Limited, Redfern Waterloo Authority, The Committee for Sydney, The Redfern Foundation Limited, Turnbull & Partners Holdings Pty Limited, United States Study Centre","Bonalil Pty Limited, Bonedale Pty Limited, Felix Bay Limited, MB Turnbull Pty Limited, Pokana Pty Limited, Turnbull Foundation, Turnbull & Partners Pty Limited, Turnbull & Partners Holdings Pty Limited, Wilcrow Pty Limited, Advisory Panel on Capital City Infrastructure, Australian Folklife Festival Inc, Australian Technology Park Precinct Management Ltd, Biennale of Sydney, Centre for Independent Studies Limited, ISYS Search Software Pty Limited, Maurtray Pty Limited, Melbourne IT Limited, Redfern Waterloo Authority, The Committee for Sydney, The Redfern Foundation Limited, Turnbull & Partners Holdings Pty Limited, United States Study Centre",Company Directorships,Directorships of Companies
0bcaef52-6880-4e39-9840-3a4f64a2a515,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Liability,Loan,"Loans between M Turnbull, L Turnbull, A Turnbull & D Turnbull and entities listed in 1 (b) above.","Loans between M Turnbull, L Turnbull, A Turnbull & D Turnbull and entities listed in 1 (b) above.",Loans,"Loans, intra-group balances change from time to time"
89fabc64-65ff-4d77-8d0e-c777f0993bce,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Asset,Other Asset,"Dimensional Australian Value Trust, EQT Intrinsic Value International Sharemarkets Plus Fund, Goldman Sachs Private Equity Funds, Stone Street Real Estate Fund, Stone Street Fund, Bridge Street Asia Fund, Magellan Flagship Fund Limited, Pengana Emerging Companies Fund, Pengana Global Resources Fund, Platinum International Fund, XES, AMP Capital Structured High Yield Fund, CBAPB, WCTPA, Turnbull & Partners Pty Ltd, BNBG, MXUPA, MB Turnbull Pty Limited, Griffin Coal Mining Co - corporate bonds, Morgan Stanley Real Estate Fund VI, Republic of Indonesia Government Bonds, State Bank of India Hybrid Perpetual CPN, EWM, SPY, XLE, XME, XOP, GS Capital Partners VI, Tyndall Australian Share Wholesale Portfolio, Hunter Hall Value Growth Trust","Dimensional Australian Value Trust, EQT Intrinsic Value International Sharemarkets Plus Fund, Goldman Sachs Private Equity Funds, Stone Street Real Estate Fund, Stone Street Fund, Bridge Street Asia Fund, Magellan Flagship Fund Limited, Pengana Emerging Companies Fund, Pengana Global Resources Fund, Platinum International Fund, XES, AMP Capital Structured High Yield Fund, CBAPB, WCTPA, Turnbull & Partners Pty Ltd, BNBG, MXUPA, MB Turnbull Pty Limited, Griffin Coal Mining Co - corporate bonds, Morgan Stanley Real Estate Fund VI, Republic of Indonesia Government Bonds, State Bank of India Hybrid Perpetual CPN, EWM, SPY, XLE, XME, XOP, GS Capital Partners VI, Tyndall Australian Share Wholesale Portfolio, Hunter Hall Value Growth Trust",Managed Funds and Fixed Interest Securities,Managed Funds and Fixed Interest Securities
0a53e6cc-715b-4147-8ec2-20e8764acf2e,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Asset,Other Asset,"Goldman Sachs, Goldman Sachs JB Were, Merrill Lynch, Morgan Stanley, Commonwealth Bank, Macquarie Bank, St George Bank, Westpac Banking Corporation","Goldman Sachs, Goldman Sachs JB Were, Merrill Lynch, Morgan Stanley, Commonwealth Bank, Macquarie Bank, St George Bank, Westpac Banking Corporation",Deposits,Deposits with Investment Banks and Commercial Banks
1c728afd-76df-43c3-ad2f-0f1746d095ab,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Asset,Shares,"Self, Wilcrow, TDF Hughes","Self, Wilcrow, TDF Hughes","Boats, Artwork, Books, Furniture, Life Insurance Policies, Farm Plant & Machinery, Stock, Loans","Boats, artwork, books, furniture, Life insurance policies (Tower Australia Ltd), Macquarie Super Manager, Farm Plant & Machinery, Stock (cattle, sheep, horses)  all used in pastoral business conducted at East Rossgole and Scotts Creek, loans"
200a3771-8591-421a-8b41-758ead1b53df,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Unknown,Other,"Pilmer pty ltd, Turnbull & Partners Pty Limited, Finance Now Holdings Pty Ltd","Pilmer pty ltd, Turnbull & Partners Pty Limited, Finance Now Holdings Pty Ltd",Loans,Loans - creditor entity shown in bold followed by debtor entity
f0abf385-4858-4b58-9522-7b25a4586ef1,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2010-10-23,Membership,Other Membership,"Athenaeum (Philadelphia), Australian Club, Australian National Flag Association, Australian Republican Movement, Bondi Icebergs, Bondi Junction Waverley RSL, Eastern Suburbs Leagues Club, Hakoah Club, Law Institute of Victoria, Liberal Party of Australia, Lions Club of the Australian Parliament, North Bondi Surf Club, NSW Law Society, Rose Bay RSL","Athenaeum (Philadelphia), Australian Club, Australian National Flag Association, Australian Republican Movement, Bondi Icebergs, Bondi Junction Waverley RSL, Eastern Suburbs Leagues Club, Hakoah Club, Law Institute of Victoria, Liberal Party of Australia, Lions Club of the Australian Parliament, North Bondi Surf Club, NSW Law Society, Rose Bay RSL",Organisation Membership,Self - Membership of any organisation
85677412-d689-43fb-bffd-65d223feb515,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2011-07-07,Asset,Other Asset,"SPY, XME, XLE (MB Turnbull Pty Ltd)","SPY, XME, XLE (MB Turnbull Pty Ltd)",Bonds and Debentures,"Bonds, Debentures & Like Investments - Deletions"
f57d7b46-01bc-4e53-87b7-2346bb0fe8e2,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2011-07-07,Asset,Other Asset,"CACT.SI, CMLT.SI, AEMN.SI (Wilcrow)","CACT.SI, CMLT.SI, AEMN.SI (Wilcrow)",Bonds and Debentures,"Bonds, debentures & Like Investments - Additions"
3050b43b-1640-4285-be73-02e5567814d6,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2011-07-07,Asset,Other Asset,"PPLT.K, XLE (Self)","PPLT.K, XLE (Self)",Bonds and Debentures,"Bonds, debentures & Like Investments - Additions"
25a39d2c-0413-4118-9efc-eae2708dc459,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2011-07-07,Travel,Other Travel,Western Australian Chamber of Minerals and Energy,Western Australian Chamber of Minerals and Energy,Sponsored Travel (WA Mines),"Sponsored travel, charter transfer from Perth, Cloudbreak, Newman and Karratha - Additions"
94edb8e2-0a74-447f-b417-358b004f7cf7,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2011-12-05,Membership,Other Membership,"Expert Panel on Constitutional Recognition of Local Government (Spouse), Integrated Design Commission SA (Spouse)","Expert Panel on Constitutional Recognition of Local Government (Spouse), Integrated Design Commission SA (Spouse)",Directorship,Directorships
790a5584-ce54-4a46-bc96-1e5816e6c7f9,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2011-12-05,Asset,Other Asset,"Santos Finance Hybrid CPN, Renewable Energy Corp Bond (MB Turnbull Pty Ltd)","Santos Finance Hybrid CPN, Renewable Energy Corp Bond (MB Turnbull Pty Ltd)",Bonds and Debentures,"Bonds, debentures & like investments"
b01d6d9f-4c2c-4244-8bb1-29535b387925,Malcolm Turnbull,Liberal Party of Australia,Wentworth,2012-01-10,Asset,Real Estate,"Point Piper, NSW","Point Piper, NSW",Residential House in Point Piper,"Deletion of House, Investment (Wilcrow Pty Limited)"
